,Agent_0,Agent_1,Agent_2,Agent_3,Agent_4,Agent_5,Agent_6,Agent_7,Agent_8,Agent_9,Agent_10,Agent_11,Agent_12,Agent_13,Agent_14,Agent_15,Agent_16,Agent_17,Agent_18,Agent_19,Agent_20,Agent_21,Agent_22,Agent_23,Agent_24,Agent_25,Agent_26,Agent_27,Agent_28,Agent_29,Total_Payoff
40,"{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [np.float64(90.77)]}","{'assigned_arms': [12], 'chosen_arm': [12], 'payoff': [np.float64(76.31)]}","{'assigned_arms': [30, 19, 47], 'chosen_arm': [19], 'payoff': [np.float64(32.87)]}","{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [np.float64(11.38)]}","{'assigned_arms': [49, 34], 'chosen_arm': [34], 'payoff': [np.float64(46.28)]}","{'assigned_arms': [28, 15], 'chosen_arm': [15], 'payoff': [np.float64(11.52)]}","{'assigned_arms': [26, 32], 'chosen_arm': [32], 'payoff': [np.float64(76.81)]}","{'assigned_arms': [40, 42], 'chosen_arm': [42], 'payoff': [np.float64(35.79)]}","{'assigned_arms': [41], 'chosen_arm': [41], 'payoff': [np.float64(47.79)]}","{'assigned_arms': [29, 38], 'chosen_arm': [38], 'payoff': [np.float64(49.43)]}","{'assigned_arms': [1, 25], 'chosen_arm': [1], 'payoff': [np.float64(83.41)]}","{'assigned_arms': [46, 6], 'chosen_arm': [46], 'payoff': [np.float64(88.9)]}","{'assigned_arms': [44], 'chosen_arm': [44], 'payoff': [np.float64(38.6)]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [np.float64(36.99)]}","{'assigned_arms': [10, 16, 0], 'chosen_arm': [16], 'payoff': [np.float64(86.94)]}","{'assigned_arms': [2], 'chosen_arm': [2], 'payoff': [np.float64(54.77)]}","{'assigned_arms': [14, 17], 'chosen_arm': [17], 'payoff': [np.float64(92.51)]}","{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [np.float64(41.82)]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [np.float64(24.87)]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [np.float64(26.57)]}","{'assigned_arms': [36, 20], 'chosen_arm': [36], 'payoff': [np.float64(96.62)]}","{'assigned_arms': [5, 21], 'chosen_arm': [5], 'payoff': [np.float64(95.97)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(15.54)]}","{'assigned_arms': [35, 37], 'chosen_arm': [35], 'payoff': [np.float64(8.11)]}","{'assigned_arms': [18, 27], 'chosen_arm': [18], 'payoff': [np.float64(84.29)]}","{'assigned_arms': [7], 'chosen_arm': [7], 'payoff': [np.float64(58.57)]}","{'assigned_arms': [22], 'chosen_arm': [22], 'payoff': [np.float64(39.68)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(86.62)]}","{'assigned_arms': [23, 24], 'chosen_arm': [23], 'payoff': [np.float64(72.82)]}","{'assigned_arms': [48, 33, 8, 43], 'chosen_arm': [43], 'payoff': [np.float64(88.3)]}",56.695
41,"{'assigned_arms': [37, 45], 'chosen_arm': [37], 'payoff': [np.float64(59.98)]}","{'assigned_arms': [48, 13], 'chosen_arm': [48], 'payoff': [np.float64(64.31)]}","{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [np.float64(14.24)]}","{'assigned_arms': [44], 'chosen_arm': [44], 'payoff': [np.float64(36.41)]}","{'assigned_arms': [24, 34, 47], 'chosen_arm': [47], 'payoff': [np.float64(24.16)]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [np.float64(76.03)]}","{'assigned_arms': [17, 20, 21], 'chosen_arm': [17], 'payoff': [np.float64(93.81)]}","{'assigned_arms': [38, 29], 'chosen_arm': [38], 'payoff': [np.float64(52.21)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(61.58)]}","{'assigned_arms': [19], 'chosen_arm': [19], 'payoff': [np.float64(38.53)]}","{'assigned_arms': [14, 46], 'chosen_arm': [46], 'payoff': [np.float64(90.56)]}","{'assigned_arms': [8, 49], 'chosen_arm': [49], 'payoff': [np.float64(81.15)]}","{'assigned_arms': [42], 'chosen_arm': [42], 'payoff': [np.float64(34.97)]}","{'assigned_arms': [9, 12], 'chosen_arm': [12], 'payoff': [np.float64(73.38)]}","{'assigned_arms': [40], 'chosen_arm': [40], 'payoff': [np.float64(20.15)]}","{'assigned_arms': [22, 1], 'chosen_arm': [1], 'payoff': [np.float64(88.8)]}","{'assigned_arms': [18, 4], 'chosen_arm': [18], 'payoff': [np.float64(93.89)]}","{'assigned_arms': [7, 25, 23], 'chosen_arm': [25], 'payoff': [np.float64(1.3)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(43.88)]}","{'assigned_arms': [43, 0, 3], 'chosen_arm': [43], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [16], 'chosen_arm': [16], 'payoff': [np.float64(94.96)]}","{'assigned_arms': [6, 36], 'chosen_arm': [36], 'payoff': [np.float64(83.09)]}","{'assigned_arms': [41], 'chosen_arm': [41], 'payoff': [np.float64(60.77)]}","{'assigned_arms': [2, 31], 'chosen_arm': [2], 'payoff': [np.float64(62.14)]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [np.float64(0.0)]}","{'assigned_arms': [35, 5], 'chosen_arm': [5], 'payoff': [np.float64(96.03)]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [np.float64(8.69)]}","{'assigned_arms': [26], 'chosen_arm': [26], 'payoff': [np.float64(99.79)]}","{'assigned_arms': [28], 'chosen_arm': [28], 'payoff': [np.float64(70.94)]}","{'assigned_arms': [10, 39], 'chosen_arm': [39], 'payoff': [np.float64(89.47)]}",60.507333333333335
42,"{'assigned_arms': [40], 'chosen_arm': [40], 'payoff': [np.float64(14.52)]}","{'assigned_arms': [16], 'chosen_arm': [16], 'payoff': [np.float64(80.27)]}","{'assigned_arms': [33, 29], 'chosen_arm': [33], 'payoff': [np.float64(0.0)]}","{'assigned_arms': [24, 4, 26, 36], 'chosen_arm': [24], 'payoff': [np.float64(60.24)]}","{'assigned_arms': [9, 17], 'chosen_arm': [17], 'payoff': [np.float64(97.69)]}","{'assigned_arms': [38], 'chosen_arm': [38], 'payoff': [np.float64(48.0)]}","{'assigned_arms': [2, 22], 'chosen_arm': [22], 'payoff': [np.float64(53.32)]}","{'assigned_arms': [21], 'chosen_arm': [21], 'payoff': [np.float64(27.97)]}","{'assigned_arms': [35, 20], 'chosen_arm': [20], 'payoff': [np.float64(13.99)]}","{'assigned_arms': [47], 'chosen_arm': [47], 'payoff': [np.float64(29.59)]}","{'assigned_arms': [28], 'chosen_arm': [28], 'payoff': [np.float64(64.33)]}","{'assigned_arms': [23], 'chosen_arm': [23], 'payoff': [np.float64(75.9)]}","{'assigned_arms': [0], 'chosen_arm': [0], 'payoff': [np.float64(23.39)]}","{'assigned_arms': [10, 5, 31], 'chosen_arm': [5], 'payoff': [np.float64(95.48)]}","{'assigned_arms': [46, 45], 'chosen_arm': [46], 'payoff': [np.float64(87.81)]}","{'assigned_arms': [27, 3], 'chosen_arm': [3], 'payoff': [np.float64(89.89)]}","{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [np.float64(1.99)]}","{'assigned_arms': [42, 34], 'chosen_arm': [42], 'payoff': [np.float64(31.24)]}","{'assigned_arms': [48], 'chosen_arm': [48], 'payoff': [np.float64(59.83)]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [np.float64(70.76)]}","{'assigned_arms': [25, 7], 'chosen_arm': [7], 'payoff': [np.float64(58.01)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(78.18)]}","{'assigned_arms': [12, 15], 'chosen_arm': [12], 'payoff': [np.float64(78.59)]}","{'assigned_arms': [8, 6], 'chosen_arm': [8], 'payoff': [np.float64(62.15)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(54.61)]}","{'assigned_arms': [1, 43], 'chosen_arm': [1], 'payoff': [np.float64(80.82)]}","{'assigned_arms': [13, 37], 'chosen_arm': [37], 'payoff': [np.float64(76.69)]}","{'assigned_arms': [44], 'chosen_arm': [44], 'payoff': [np.float64(39.58)]}","{'assigned_arms': [19, 14], 'chosen_arm': [19], 'payoff': [np.float64(30.28)]}","{'assigned_arms': [18, 41, 32], 'chosen_arm': [18], 'payoff': [np.float64(99.96)]}",56.169333333333334
43,"{'assigned_arms': [35], 'chosen_arm': [35], 'payoff': [np.float64(8.28)]}","{'assigned_arms': [2], 'chosen_arm': [2], 'payoff': [np.float64(61.03)]}","{'assigned_arms': [43, 32], 'chosen_arm': [43], 'payoff': [np.float64(97.78)]}","{'assigned_arms': [45, 49], 'chosen_arm': [45], 'payoff': [np.float64(14.7)]}","{'assigned_arms': [0], 'chosen_arm': [0], 'payoff': [np.float64(25.58)]}","{'assigned_arms': [37], 'chosen_arm': [37], 'payoff': [np.float64(72.99)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(53.21)]}","{'assigned_arms': [29, 8], 'chosen_arm': [8], 'payoff': [np.float64(66.69)]}","{'assigned_arms': [42], 'chosen_arm': [42], 'payoff': [np.float64(33.14)]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [np.float64(26.98)]}","{'assigned_arms': [6, 41, 44, 47], 'chosen_arm': [44], 'payoff': [np.float64(37.45)]}","{'assigned_arms': [25, 40], 'chosen_arm': [40], 'payoff': [np.float64(17.13)]}","{'assigned_arms': [20, 17, 48, 24], 'chosen_arm': [17], 'payoff': [np.float64(96.1)]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [np.float64(2.11)]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [10, 38], 'chosen_arm': [38], 'payoff': [np.float64(38.79)]}","{'assigned_arms': [7], 'chosen_arm': [7], 'payoff': [np.float64(51.57)]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [np.float64(85.24)]}","{'assigned_arms': [36], 'chosen_arm': [36], 'payoff': [np.float64(84.86)]}","{'assigned_arms': [16, 13], 'chosen_arm': [16], 'payoff': [np.float64(79.12)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(77.28)]}","{'assigned_arms': [34, 4], 'chosen_arm': [34], 'payoff': [np.float64(34.8)]}","{'assigned_arms': [18, 12, 19], 'chosen_arm': [18], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [46, 22], 'chosen_arm': [46], 'payoff': [np.float64(84.07)]}","{'assigned_arms': [27, 23], 'chosen_arm': [23], 'payoff': [np.float64(67.15)]}","{'assigned_arms': [28, 14], 'chosen_arm': [28], 'payoff': [np.float64(56.73)]}","{'assigned_arms': [3], 'chosen_arm': [3], 'payoff': [np.float64(84.67)]}","{'assigned_arms': [26, 21], 'chosen_arm': [26], 'payoff': [np.float64(97.12)]}","{'assigned_arms': [11, 9], 'chosen_arm': [9], 'payoff': [np.float64(40.29)]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [np.float64(18.08)]}",57.098
44,"{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [np.float64(13.36)]}","{'assigned_arms': [40], 'chosen_arm': [40], 'payoff': [np.float64(15.41)]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [np.float64(14.19)]}","{'assigned_arms': [19, 21], 'chosen_arm': [19], 'payoff': [np.float64(40.36)]}","{'assigned_arms': [7], 'chosen_arm': [7], 'payoff': [np.float64(48.2)]}","{'assigned_arms': [0], 'chosen_arm': [0], 'payoff': [np.float64(8.69)]}","{'assigned_arms': [38, 26], 'chosen_arm': [26], 'payoff': [np.float64(88.01)]}","{'assigned_arms': [43], 'chosen_arm': [43], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [28, 12], 'chosen_arm': [28], 'payoff': [np.float64(64.51)]}","{'assigned_arms': [14, 30], 'chosen_arm': [14], 'payoff': [np.float64(5.01)]}","{'assigned_arms': [3, 17], 'chosen_arm': [3], 'payoff': [np.float64(87.69)]}","{'assigned_arms': [18, 23], 'chosen_arm': [18], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [np.float64(77.87)]}","{'assigned_arms': [25, 48], 'chosen_arm': [48], 'payoff': [np.float64(61.9)]}","{'assigned_arms': [42, 10, 15], 'chosen_arm': [42], 'payoff': [np.float64(42.85)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(44.23)]}","{'assigned_arms': [36], 'chosen_arm': [36], 'payoff': [np.float64(83.9)]}","{'assigned_arms': [45, 34], 'chosen_arm': [34], 'payoff': [np.float64(39.74)]}","{'assigned_arms': [32, 37], 'chosen_arm': [32], 'payoff': [np.float64(86.33)]}","{'assigned_arms': [44], 'chosen_arm': [44], 'payoff': [np.float64(41.56)]}","{'assigned_arms': [2, 46], 'chosen_arm': [46], 'payoff': [np.float64(89.78)]}","{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [np.float64(29.37)]}","{'assigned_arms': [22], 'chosen_arm': [22], 'payoff': [np.float64(49.7)]}","{'assigned_arms': [39, 5, 6], 'chosen_arm': [5], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [np.float64(39.0)]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [np.float64(68.42)]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [np.float64(10.27)]}","{'assigned_arms': [35, 20], 'chosen_arm': [20], 'payoff': [np.float64(18.68)]}","{'assigned_arms': [31, 13, 41, 16], 'chosen_arm': [16], 'payoff': [np.float64(75.21)]}","{'assigned_arms': [47, 24, 1], 'chosen_arm': [47], 'payoff': [np.float64(24.07)]}",52.277
45,"{'assigned_arms': [2, 33, 25], 'chosen_arm': [2], 'payoff': [np.float64(62.38)]}","{'assigned_arms': [7, 28, 21], 'chosen_arm': [28], 'payoff': [np.float64(63.77)]}","{'assigned_arms': [48], 'chosen_arm': [48], 'payoff': [np.float64(60.59)]}","{'assigned_arms': [12, 9], 'chosen_arm': [9], 'payoff': [np.float64(41.11)]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [np.float64(70.1)]}","{'assigned_arms': [0, 31], 'chosen_arm': [31], 'payoff': [np.float64(27.24)]}","{'assigned_arms': [37, 41], 'chosen_arm': [41], 'payoff': [np.float64(46.03)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(85.37)]}","{'assigned_arms': [46, 4], 'chosen_arm': [4], 'payoff': [np.float64(39.72)]}","{'assigned_arms': [34, 29], 'chosen_arm': [34], 'payoff': [np.float64(40.32)]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [np.float64(22.84)]}","{'assigned_arms': [42], 'chosen_arm': [42], 'payoff': [np.float64(36.25)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(56.81)]}","{'assigned_arms': [1, 16], 'chosen_arm': [1], 'payoff': [np.float64(84.67)]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [np.float64(9.11)]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [np.float64(71.56)]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [np.float64(71.63)]}","{'assigned_arms': [17, 20, 45], 'chosen_arm': [17], 'payoff': [np.float64(96.24)]}","{'assigned_arms': [49], 'chosen_arm': [49], 'payoff': [np.float64(78.38)]}","{'assigned_arms': [44, 11, 36], 'chosen_arm': [36], 'payoff': [np.float64(82.88)]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [np.float64(97.86)]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [np.float64(17.99)]}","{'assigned_arms': [40, 47, 27], 'chosen_arm': [27], 'payoff': [np.float64(54.78)]}","{'assigned_arms': [35, 22], 'chosen_arm': [35], 'payoff': [np.float64(0.0)]}","{'assigned_arms': [3, 38], 'chosen_arm': [3], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [14, 19], 'chosen_arm': [19], 'payoff': [np.float64(31.05)]}","{'assigned_arms': [18, 43], 'chosen_arm': [43], 'payoff': [np.float64(96.03)]}","{'assigned_arms': [6], 'chosen_arm': [6], 'payoff': [np.float64(61.17)]}","{'assigned_arms': [26], 'chosen_arm': [26], 'payoff': [np.float64(92.88)]}","{'assigned_arms': [23], 'chosen_arm': [23], 'payoff': [np.float64(63.39)]}",58.73833333333333
46,"{'assigned_arms': [32, 40, 49], 'chosen_arm': [49], 'payoff': [np.float64(72.33)]}","{'assigned_arms': [14, 19, 8], 'chosen_arm': [8], 'payoff': [np.float64(64.19)]}","{'assigned_arms': [43, 7], 'chosen_arm': [43], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [6, 27], 'chosen_arm': [27], 'payoff': [np.float64(58.22)]}","{'assigned_arms': [33, 30], 'chosen_arm': [30], 'payoff': [np.float64(63.93)]}","{'assigned_arms': [20, 34], 'chosen_arm': [34], 'payoff': [np.float64(45.56)]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [47], 'chosen_arm': [47], 'payoff': [np.float64(29.21)]}","{'assigned_arms': [23], 'chosen_arm': [23], 'payoff': [np.float64(65.59)]}","{'assigned_arms': [28, 22, 38], 'chosen_arm': [38], 'payoff': [np.float64(46.92)]}","{'assigned_arms': [42, 3], 'chosen_arm': [3], 'payoff': [np.float64(91.49)]}","{'assigned_arms': [36], 'chosen_arm': [36], 'payoff': [np.float64(74.86)]}","{'assigned_arms': [48, 12], 'chosen_arm': [48], 'payoff': [np.float64(54.34)]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [np.float64(26.06)]}","{'assigned_arms': [0], 'chosen_arm': [0], 'payoff': [np.float64(24.41)]}","{'assigned_arms': [29, 9], 'chosen_arm': [9], 'payoff': [np.float64(35.54)]}","{'assigned_arms': [44], 'chosen_arm': [44], 'payoff': [np.float64(45.37)]}","{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [np.float64(30.11)]}","{'assigned_arms': [31, 45], 'chosen_arm': [31], 'payoff': [np.float64(26.01)]}","{'assigned_arms': [2], 'chosen_arm': [2], 'payoff': [np.float64(54.56)]}","{'assigned_arms': [37, 21], 'chosen_arm': [37], 'payoff': [np.float64(85.23)]}","{'assigned_arms': [18], 'chosen_arm': [18], 'payoff': [np.float64(94.84)]}","{'assigned_arms': [35, 1, 25, 11], 'chosen_arm': [1], 'payoff': [np.float64(77.98)]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [np.float64(22.04)]}","{'assigned_arms': [41], 'chosen_arm': [41], 'payoff': [np.float64(42.8)]}","{'assigned_arms': [26], 'chosen_arm': [26], 'payoff': [np.float64(97.07)]}","{'assigned_arms': [16], 'chosen_arm': [16], 'payoff': [np.float64(85.53)]}","{'assigned_arms': [46], 'chosen_arm': [46], 'payoff': [np.float64(85.12)]}","{'assigned_arms': [24, 39], 'chosen_arm': [39], 'payoff': [np.float64(80.51)]}","{'assigned_arms': [17, 15], 'chosen_arm': [17], 'payoff': [np.float64(99.92)]}",62.658
47,"{'assigned_arms': [4], 'chosen_arm': [4], 'payoff': [np.float64(35.85)]}","{'assigned_arms': [3, 31, 32], 'chosen_arm': [3], 'payoff': [np.float64(94.0)]}","{'assigned_arms': [37, 7, 30, 9], 'chosen_arm': [7], 'payoff': [np.float64(53.73)]}","{'assigned_arms': [41], 'chosen_arm': [41], 'payoff': [np.float64(45.56)]}","{'assigned_arms': [42], 'chosen_arm': [42], 'payoff': [np.float64(39.33)]}","{'assigned_arms': [28, 14], 'chosen_arm': [28], 'payoff': [np.float64(66.76)]}","{'assigned_arms': [27], 'chosen_arm': [27], 'payoff': [np.float64(54.85)]}","{'assigned_arms': [13], 'chosen_arm': [13], 'payoff': [np.float64(10.73)]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [np.float64(25.98)]}","{'assigned_arms': [20, 49], 'chosen_arm': [49], 'payoff': [np.float64(68.95)]}","{'assigned_arms': [1, 26, 2], 'chosen_arm': [26], 'payoff': [np.float64(91.21)]}","{'assigned_arms': [34, 48], 'chosen_arm': [48], 'payoff': [np.float64(55.74)]}","{'assigned_arms': [21], 'chosen_arm': [21], 'payoff': [np.float64(34.53)]}","{'assigned_arms': [36, 40], 'chosen_arm': [40], 'payoff': [np.float64(15.16)]}","{'assigned_arms': [29], 'chosen_arm': [29], 'payoff': [np.float64(0.0)]}","{'assigned_arms': [43, 23], 'chosen_arm': [43], 'payoff': [np.float64(98.25)]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [np.float64(92.73)]}","{'assigned_arms': [19], 'chosen_arm': [19], 'payoff': [np.float64(21.71)]}","{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [np.float64(12.0)]}","{'assigned_arms': [45], 'chosen_arm': [45], 'payoff': [np.float64(22.29)]}","{'assigned_arms': [25, 39], 'chosen_arm': [39], 'payoff': [np.float64(77.65)]}","{'assigned_arms': [16, 47], 'chosen_arm': [16], 'payoff': [np.float64(83.29)]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [np.float64(61.73)]}","{'assigned_arms': [35, 33], 'chosen_arm': [35], 'payoff': [np.float64(0.79)]}","{'assigned_arms': [38], 'chosen_arm': [38], 'payoff': [np.float64(50.26)]}","{'assigned_arms': [22, 12, 18], 'chosen_arm': [18], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [44, 46], 'chosen_arm': [44], 'payoff': [np.float64(36.47)]}","{'assigned_arms': [6, 15], 'chosen_arm': [6], 'payoff': [np.float64(53.29)]}","{'assigned_arms': [8], 'chosen_arm': [8], 'payoff': [np.float64(71.73)]}","{'assigned_arms': [17, 0], 'chosen_arm': [17], 'payoff': [np.float64(97.32)]}",52.39633333333334
48,"{'assigned_arms': [48, 17], 'chosen_arm': [17], 'payoff': [np.float64(98.07)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(88.47)]}","{'assigned_arms': [36], 'chosen_arm': [36], 'payoff': [np.float64(94.53)]}","{'assigned_arms': [41, 35, 21], 'chosen_arm': [21], 'payoff': [np.float64(37.8)]}","{'assigned_arms': [32, 27, 0], 'chosen_arm': [32], 'payoff': [np.float64(74.19)]}","{'assigned_arms': [30], 'chosen_arm': [30], 'payoff': [np.float64(57.27)]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [np.float64(22.97)]}","{'assigned_arms': [37, 3], 'chosen_arm': [3], 'payoff': [np.float64(89.16)]}","{'assigned_arms': [20], 'chosen_arm': [20], 'payoff': [np.float64(8.6)]}","{'assigned_arms': [26, 33], 'chosen_arm': [26], 'payoff': [np.float64(88.4)]}","{'assigned_arms': [19], 'chosen_arm': [19], 'payoff': [np.float64(32.4)]}","{'assigned_arms': [2, 28, 43, 7], 'chosen_arm': [43], 'payoff': [np.float64(97.06)]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [np.float64(62.3)]}","{'assigned_arms': [10], 'chosen_arm': [10], 'payoff': [np.float64(23.72)]}","{'assigned_arms': [34, 45], 'chosen_arm': [34], 'payoff': [np.float64(49.64)]}","{'assigned_arms': [5], 'chosen_arm': [5], 'payoff': [np.float64(96.16)]}","{'assigned_arms': [8, 13], 'chosen_arm': [8], 'payoff': [np.float64(72.09)]}","{'assigned_arms': [1], 'chosen_arm': [1], 'payoff': [np.float64(66.03)]}","{'assigned_arms': [46, 12], 'chosen_arm': [12], 'payoff': [np.float64(82.25)]}","{'assigned_arms': [11], 'chosen_arm': [11], 'payoff': [np.float64(14.65)]}","{'assigned_arms': [44, 6], 'chosen_arm': [44], 'payoff': [np.float64(45.33)]}","{'assigned_arms': [9], 'chosen_arm': [9], 'payoff': [np.float64(28.72)]}","{'assigned_arms': [42], 'chosen_arm': [42], 'payoff': [np.float64(41.83)]}","{'assigned_arms': [22, 14, 49], 'chosen_arm': [22], 'payoff': [np.float64(48.73)]}","{'assigned_arms': [23], 'chosen_arm': [23], 'payoff': [np.float64(56.74)]}","{'assigned_arms': [40], 'chosen_arm': [40], 'payoff': [np.float64(26.9)]}","{'assigned_arms': [25], 'chosen_arm': [25], 'payoff': [np.float64(7.22)]}","{'assigned_arms': [47, 4, 29], 'chosen_arm': [4], 'payoff': [np.float64(25.17)]}","{'assigned_arms': [18, 38], 'chosen_arm': [18], 'payoff': [np.float64(96.8)]}","{'assigned_arms': [15, 16], 'chosen_arm': [15], 'payoff': [np.float64(19.19)]}",55.07966666666667
49,"{'assigned_arms': [25, 46], 'chosen_arm': [46], 'payoff': [np.float64(91.87)]}","{'assigned_arms': [34], 'chosen_arm': [34], 'payoff': [np.float64(47.04)]}","{'assigned_arms': [39], 'chosen_arm': [39], 'payoff': [np.float64(68.4)]}","{'assigned_arms': [44, 27], 'chosen_arm': [44], 'payoff': [np.float64(44.46)]}","{'assigned_arms': [21, 13, 7, 12], 'chosen_arm': [12], 'payoff': [np.float64(74.42)]}","{'assigned_arms': [23, 9], 'chosen_arm': [23], 'payoff': [np.float64(74.37)]}","{'assigned_arms': [1, 26], 'chosen_arm': [1], 'payoff': [np.float64(80.87)]}","{'assigned_arms': [22, 49], 'chosen_arm': [22], 'payoff': [np.float64(48.88)]}","{'assigned_arms': [17, 29], 'chosen_arm': [17], 'payoff': [np.float64(97.08)]}","{'assigned_arms': [33], 'chosen_arm': [33], 'payoff': [np.float64(1.18)]}","{'assigned_arms': [14, 36], 'chosen_arm': [36], 'payoff': [np.float64(87.63)]}","{'assigned_arms': [2, 47], 'chosen_arm': [2], 'payoff': [np.float64(58.45)]}","{'assigned_arms': [41, 5, 10, 45], 'chosen_arm': [5], 'payoff': [np.float64(89.93)]}","{'assigned_arms': [40], 'chosen_arm': [40], 'payoff': [np.float64(23.25)]}","{'assigned_arms': [24], 'chosen_arm': [24], 'payoff': [np.float64(59.24)]}","{'assigned_arms': [4, 8], 'chosen_arm': [4], 'payoff': [np.float64(33.69)]}","{'assigned_arms': [19, 48], 'chosen_arm': [19], 'payoff': [np.float64(32.05)]}","{'assigned_arms': [35], 'chosen_arm': [35], 'payoff': [np.float64(0.0)]}","{'assigned_arms': [30, 20], 'chosen_arm': [20], 'payoff': [np.float64(9.06)]}","{'assigned_arms': [32], 'chosen_arm': [32], 'payoff': [np.float64(71.97)]}","{'assigned_arms': [11, 43], 'chosen_arm': [43], 'payoff': [np.float64(100.0)]}","{'assigned_arms': [42, 37], 'chosen_arm': [42], 'payoff': [np.float64(40.45)]}","{'assigned_arms': [16], 'chosen_arm': [16], 'payoff': [np.float64(75.72)]}","{'assigned_arms': [6], 'chosen_arm': [6], 'payoff': [np.float64(56.24)]}","{'assigned_arms': [31], 'chosen_arm': [31], 'payoff': [np.float64(21.22)]}","{'assigned_arms': [0, 3], 'chosen_arm': [3], 'payoff': [np.float64(87.42)]}","{'assigned_arms': [18], 'chosen_arm': [18], 'payoff': [np.float64(92.68)]}","{'assigned_arms': [38], 'chosen_arm': [38], 'payoff': [np.float64(50.95)]}","{'assigned_arms': [28], 'chosen_arm': [28], 'payoff': [np.float64(68.72)]}","{'assigned_arms': [15], 'chosen_arm': [15], 'payoff': [np.float64(12.5)]}",56.65800000000001
